fiscal_year,store_id,store_name,region,store_format,category,net_sales_revenue,gross_margin,gross_margin_rate,margin_at_risk,markdown_loss,refund_amount,shrink_value,transactions,units_sold,inventory_stockout_rate,inventory_overstock_rate,inventory_sell_through_rate,avg_weeks_of_supply,avg_inventory_value,fulfillment_shipment_count,fulfillment_delay_rate,fulfillment_short_shipment_rate,fulfillment_avg_delay_days,fulfillment_avg_lead_time_days,supplier_count,supplier_shipment_count,supplier_delay_rate,supplier_short_shipment_rate,supplier_avg_delay_days,supplier_avg_lead_time_days,supplier_reliability_score,margin_risk_rate,markdown_loss_rate,refund_rate_value,shrink_rate_value,gross_margin_dollars_per_unit,revenue_per_transaction,units_per_transaction,next_year_margin_risk_rate,target_threshold_p75_margin_risk_rate,high_margin_risk_next_year
2023,ST0002,Target Store 0002,Midwest,Large Format,Home Furnishings & Decor,85288.05,30343.73,0.3557793852714419,5714.08,1225.44,4097.02,391.62,684,883,0.07431651906045438,0.03561802079322295,0.025812836958474156,10.74625326912588,856.0959857527916,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.06699742812738713,0.01436824971376412,0.04803744487064718,0.004591733542975833,34.36436013590034,124.69013157894737,1.29093567251462,0.06848279138924768,0.10369502913475305,0
2023,ST0002,Target Store 0002,Midwest,Large Format,Household Essentials,55132.77,13864.2,0.2514693167058357,2074.37,538.16,287.73,1248.48,1202,2302,0.027135321566240617,0.5292655711097586,0.021188719004310828,17.406860819796787,467.7881674781903,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.03762499145245196,0.009761163823257929,0.005218856226523718,0.02264497140267032,6.0226759339704605,45.86752911813644,1.9151414309484194,0.040136729105693124,0.10369502913475305,0
2023,ST0008,Target Store 0008,Midwest,Small Format,Apparel & Accessories,18505.84,7402.72,0.4000207502064213,3257.88,264.86,2793.57,199.45,285,365,0.016226415094339624,0.013773584905660377,0.010623173204198226,10.255394278640015,398.80631132075473,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.17604604816641667,0.014312238731124877,0.1509561306052576,0.010777678830034195,20.28142465753425,64.93277192982457,1.280701754385965,0.140712706309514,0.10369502913475305,1
2023,ST0008,Target Store 0008,Midwest,Small Format,Beauty,8144.92,3219.28,0.3952500454270883,483.66,134.27,245.34,104.05,195,255,0.018867924528301886,0.01910377358490566,0.012047112134993706,8.331608424768802,195.5183537735849,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.05938179871625504,0.016485122014703646,0.03012184281736346,0.012774833884187936,12.624627450980393,41.76882051282051,1.3076923076923077,0.057811884682648036,0.10369502913475305,0
2023,ST0008,Target Store 0008,Midwest,Small Format,Food & Beverage,11911.79,2134.09,0.1791577924056754,453.3,418.89,34.41,0.0,326,602,0.004043126684636119,0.5720275531596286,0.008975012961772789,16.05300813070707,375.52813417190777,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.038054734007231486,0.03516599940059386,0.002888734606637625,0.0,3.5450000000000004,36.53923312883436,1.8466257668711656,0.01429441566286346,0.10369502913475305,0
2023,ST0008,Target Store 0008,Midwest,Small Format,Hardlines,71593.62,18053.54,0.2521668830267278,6234.49,1846.5,2308.7,2079.29,339,447,0.023657474600870827,0.008998548621190131,0.011108273503145548,9.79095875468089,1502.0442685050798,4586.0,0.24291321412996075,0.0832969908416921,2.4389241158882378,22.162757570913083,44,4586.0,0.24291321412996075,0.0832969908416921,1.2926342312579768,19.542634231257978,85.42977272727273,0.08708164219102205,0.025791404317870786,0.03224728683924629,0.029042951033904977,40.388232662192394,211.19061946902653,1.3185840707964602,0.08364545687733552,0.10369502913475305,0
2023,ST0008,Target Store 0008,Midwest,Small Format,Home Furnishings & Decor,34866.72,12381.59,0.3551119807082513,3024.72,743.16,2029.8,251.76,270,369,0.008856372737774355,0.0,0.009816625033228193,11.182911524185108,877.0172237196765,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.08675091892784867,0.021314307741020663,0.05821597213618029,0.007220639050647723,33.55444444444444,129.136,1.3666666666666667,0.044849421792013754,0.10369502913475305,0
2023,ST0008,Target Store 0008,Midwest,Small Format,Household Essentials,21570.35,5423.4,0.25142846546300823,608.42,198.45,131.92,278.05,487,919,0.021911138161898967,0.2668898356664638,0.010717503531034461,12.203528248441613,318.31186041793467,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.028206310977800547,0.009200128880616215,0.006115802478865665,0.012890379618318666,5.901414581066376,44.29229979466119,1.8870636550308009,0.033769713561765516,0.10369502913475305,0
2023,ST0009,Target Store 0009,Midwest,Large Format,Apparel & Accessories,46679.93,18765.5,0.4020036019762669,6909.11,756.75,5548.65,603.71,707,919,0.13,0.02339622641509434,0.03286252443420214,8.533422053646612,331.52696320754717,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.14801029050386322,0.01621146389893901,0.11886585948179441,0.012932967123129791,20.41947769314472,66.02536067892504,1.2998585572842998,0.1978679512053075,0.10369502913475305,1
2023,ST0009,Target Store 0009,Midwest,Large Format,Beauty,21162.45,8469.32,0.4002050802246432,2106.03,206.91,788.07,1111.05,521,670,0.09811320754716982,0.08761792452830189,0.02734919672727394,9.631630734004576,234.84492806603774,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.09951730541596082,0.009777223336617452,0.03723907203561024,0.052501010043733115,12.640776119402984,40.61890595009597,1.2859884836852207,0.0858469280775765,0.10369502913475305,0
2023,ST0009,Target Store 0009,Midwest,Large Format,Food & Beverage,32251.9,6233.0,0.19325993197300004,929.08,580.8,134.54,213.74,872,1592,0.0038185085354896678,0.8131176999101527,0.014237750678364015,31.663494712893527,748.3140910452231,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.028806985014836334,0.018008241374926747,0.004171537180755242,0.006627206459154344,3.915201005025126,36.98612385321101,1.8256880733944953,0.008133002434722498,0.10369502913475305,0
2023,ST0009,Target Store 0009,Midwest,Large Format,Hardlines,197486.41,48371.41,0.24493538568046277,24635.96,6164.13,10984.9,7486.93,872,1207,0.11269956458635703,0.02576197387518142,0.03230891304374038,8.756479605364259,1432.899740203193,4586.0,0.24291321412996075,0.0832969908416921,2.4389241158882378,22.162757570913083,44,4586.0,0.24291321412996075,0.0832969908416921,1.2926342312579768,19.542634231257978,85.42977272727273,0.12474762187433555,0.03121293257596814,0.05562357430063162,0.03791111499773579,40.07573322286662,226.47524082568808,1.3841743119266054,0.09525419852188136,0.10369502913475305,0
2023,ST0009,Target Store 0009,Midwest,Large Format,Home Furnishings & Decor,85506.97,30371.95,0.3551985294298231,6440.72,1619.79,4729.09,91.84,672,896,0.07431651906045438,0.03561802079322295,0.025812836958474156,10.74625326912588,856.0959857527916,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.0753239180384944,0.01894336800847931,0.055306485541471065,0.0010740644885440334,33.897265625,127.24251488095238,1.3333333333333333,0.061167364034979355,0.10369502913475305,0
2023,ST0009,Target Store 0009,Midwest,Large Format,Household Essentials,56748.49,14158.06,0.24948787183588497,2030.61,796.05,695.07,539.49,1307,2471,0.027135321566240617,0.5292655711097586,0.021188719004310828,17.406860819796787,467.7881674781903,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.035782626110403996,0.014027686023011361,0.012248255416135303,0.009506684671257332,5.729688385269122,43.41889058913542,1.8905891354246365,0.02736141921851893,0.10369502913475305,0
2023,ST0010,Target Store 0010,Midwest,Standard,Apparel & Accessories,34489.74,13771.88,0.39930367697755914,6370.53,705.03,5370.91,294.59,502,681,0.06473413379073756,0.021337907375643225,0.020608013593396934,9.420280574376113,355.97218490566036,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.1847079740235792,0.020441731367067423,0.15572486194445073,0.008541380712061036,20.22302496328928,68.70466135458167,1.3565737051792828,0.14836413217480737,0.10369502913475305,1
2023,ST0010,Target Store 0010,Midwest,Standard,Beauty,14398.78,5801.42,0.4029105243638697,1102.85,180.07,495.02,427.76,366,474,0.079631217838765,0.04725557461406518,0.02053780064627073,8.829931431410818,214.9941295025729,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.07659329470969067,0.012505920640498708,0.03437930157971717,0.0297080724894748,12.23928270042194,39.34092896174864,1.2950819672131149,0.09135689332808503,0.10369502913475305,0
2023,ST0010,Target Store 0010,Midwest,Standard,Food & Beverage,20780.73,3973.1,0.1911915510186601,598.19,320.44,179.02,98.73,578,1029,0.004492362982929021,0.7187508508263225,0.011750526229978832,24.248972770369686,553.3224492907511,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.028785803001145777,0.015420055022128674,0.008614711802713379,0.00475103617630372,3.8611273080660835,35.95282006920415,1.7802768166089966,0.012406299002682595,0.10369502913475305,0
2023,ST0010,Target Store 0010,Midwest,Standard,Hardlines,136554.8,33072.26,0.24219038803469375,13393.89,5002.16,4622.88,3768.85,639,850,0.07510225623433171,0.021058187095922946,0.022052851887618886,9.002627164294498,1447.591610502705,4586.0,0.24291321412996075,0.0832969908416921,2.4389241158882378,22.162757570913083,44,4586.0,0.24291321412996075,0.0832969908416921,1.2926342312579768,19.542634231257978,85.42977272727273,0.09808435880686728,0.03663115467197052,0.033853661680145995,0.02759954245475077,38.90854117647059,213.70078247261344,1.3302034428794993,0.05637676504493556,0.10369502913475305,0
2023,ST0010,Target Store 0010,Midwest,Standard,Home Furnishings & Decor,65000.26,22660.16,0.3486164516880394,4240.57,1249.34,2979.27,11.96,471,641,0.04480694507648685,0.022123429131515385,0.017336086224324948,11.117683805317087,886.2129362551195,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.06523927750442844,0.019220538502461373,0.04583473973796413,0.000183999264002944,35.351263650546024,138.0047983014862,1.3609341825902335,0.05039759607243242,0.10369502913475305,0
2023,ST0010,Target Store 0010,Midwest,Standard,Household Essentials,39567.35,9694.88,0.2450222216044289,1921.57,808.0,511.52,602.05,920,1682,0.027407366421365206,0.4246481860602372,0.016329787292084112,14.926419965339404,386.99714085468196,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.04856453616428697,0.02042087731425026,0.012927830648249124,0.015215828201787584,5.763900118906064,43.00798913043478,1.8282608695652174,0.024258024766736424,0.10369502913475305,0
2023,ST0013,Target Store 0013,Midwest,Small Format,Apparel & Accessories,17758.19,7226.75,0.4069530734832773,2421.55,136.71,2149.91,134.93,264,362,0.016226415094339624,0.013773584905660377,0.010623173204198226,10.255394278640015,398.80631132075473,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.13636243333357737,0.0076984197150723145,0.1210658293440942,0.00759818427441085,19.96339779005525,67.26587121212121,1.371212121212121,0.12788137344296233,0.10369502913475305,1
2023,ST0013,Target Store 0013,Midwest,Small Format,Beauty,9753.74,3977.6,0.40780254548511646,552.5,73.36,312.16,166.98,225,304,0.018867924528301886,0.01910377358490566,0.012047112134993706,8.331608424768802,195.5183537735849,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.05664493824932795,0.007521217502209409,0.032004133798932514,0.01711958694818603,13.08421052631579,43.34995555555555,1.3511111111111112,0.08426444302711046,0.10369502913475305,0
2023,ST0013,Target Store 0013,Midwest,Small Format,Food & Beverage,12992.91,2514.91,0.19356018012900883,537.51,254.01,197.88,85.62,342,643,0.004043126684636119,0.5720275531596286,0.008975012961772789,16.05300813070707,375.52813417190777,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.04136948535778359,0.01954989298009453,0.01522984458446953,0.006589747793219533,3.9112130637636078,37.9909649122807,1.8801169590643274,0.00824247699556564,0.10369502913475305,0
2023,ST0013,Target Store 0013,Midwest,Small Format,Hardlines,80382.31,19710.06,0.24520395096881392,10686.87,2405.35,6010.2,2271.32,373,482,0.023657474600870827,0.008998548621190131,0.011108273503145548,9.79095875468089,1502.0442685050798,4586.0,0.24291321412996075,0.0832969908416921,2.4389241158882378,22.162757570913083,44,4586.0,0.24291321412996075,0.0832969908416921,1.2926342312579768,19.542634231257978,85.42977272727273,0.1329505210785806,0.02992387255355065,0.07477018264341993,0.028256465881610023,40.89224066390042,215.50217158176943,1.292225201072386,0.06378073188781859,0.10369502913475305,0
2023,ST0013,Target Store 0013,Midwest,Small Format,Home Furnishings & Decor,31967.7,11357.25,0.3552726658470894,3269.82,546.32,2723.5,0.0,252,334,0.008856372737774355,0.0,0.009816625033228193,11.182911524185108,877.0172237196765,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.10228511904203305,0.01708974996637231,0.08519536907566075,0.0,34.00374251497006,126.85595238095239,1.3253968253968254,0.0806335133572412,0.10369502913475305,0
2023,ST0013,Target Store 0013,Midwest,Small Format,Household Essentials,22283.14,5663.26,0.25414999860881365,644.02,263.81,135.44,244.77,472,900,0.021911138161898967,0.2668898356664638,0.010717503531034461,12.203528248441613,318.31186041793467,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.02890167184696591,0.011838995760920588,0.006078138000299778,0.010984538085745546,6.292511111111112,47.210042372881354,1.9067796610169492,0.024173674599469307,0.10369502913475305,0
2023,ST0014,Target Store 0014,Midwest,Standard,Apparel & Accessories,32566.34,13040.37,0.40042479443499024,4600.84,517.21,3415.02,668.61,491,638,0.06473413379073756,0.021337907375643225,0.020608013593396934,9.420280574376113,355.97218490566036,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.14127593091517193,0.01588173555886231,0.1048634878835018,0.020530707472807812,20.439451410658307,66.32655804480652,1.2993890020366599,0.12800032943448061,0.10369502913475305,1
2023,ST0014,Target Store 0014,Midwest,Standard,Beauty,16150.88,6504.96,0.4027619547665514,1439.99,198.5,479.69,761.8,362,500,0.079631217838765,0.04725557461406518,0.02053780064627073,8.829931431410818,214.9941295025729,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.0891586093141674,0.01229035198082086,0.029700548824584172,0.04716770850876237,13.00992,44.615690607734805,1.3812154696132597,0.13736671287175237,0.10369502913475305,1
2023,ST0014,Target Store 0014,Midwest,Standard,Food & Beverage,21282.96,4128.87,0.19399886106067954,960.16,404.56,24.88,530.72,609,1091,0.004492362982929021,0.7187508508263225,0.011750526229978832,24.248972770369686,553.3224492907511,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.04511402549269462,0.019008634137356834,0.0011690103256313971,0.024936381029706398,3.784482126489459,34.94738916256158,1.7914614121510672,0.023550070939753,0.10369502913475305,0
2023,ST0014,Target Store 0014,Midwest,Standard,Hardlines,147791.33,36205.4,0.24497648136734407,17294.91,4174.7,4808.29,8311.92,641,904,0.07510225623433171,0.021058187095922946,0.022052851887618886,9.002627164294498,1447.591610502705,4586.0,0.24291321412996075,0.0832969908416921,2.4389241158882378,22.162757570913083,44,4586.0,0.24291321412996075,0.0832969908416921,1.2926342312579768,19.542634231257978,85.42977272727273,0.11702249380934593,0.028247259159248382,0.0325343171348414,0.056240917515256145,40.05022123893806,230.5636973478939,1.4102964118564743,0.11031220387119742,0.10369502913475305,1
2023,ST0014,Target Store 0014,Midwest,Standard,Home Furnishings & Decor,60892.92,21398.49,0.3514117897450147,5379.29,1102.38,3894.8,382.11,464,639,0.04480694507648685,0.022123429131515385,0.017336086224324948,11.117683805317087,886.2129362551195,2710.0,0.23099630996309964,0.07712177121771217,2.1315486379999107,24.621496714336885,33,2710.0,0.23099630996309964,0.07712177121771217,1.1800640601049892,18.452791332832263,85.41393939393939,0.08834015514447328,0.018103582485451512,0.06396145890195445,0.006275113757067324,33.487464788732396,131.23474137931035,1.3771551724137931,0.05874627037043534,0.10369502913475305,0
2023,ST0014,Target Store 0014,Midwest,Standard,Household Essentials,34770.56,8696.4,0.2501081374588157,1360.98,473.17,434.94,452.87,827,1537,0.027407366421365206,0.4246481860602372,0.016329787292084112,14.926419965339404,386.99714085468196,16446.0,0.13523045117353763,0.07947221208804572,1.3576408425508069,19.388399826108557,36,16446.0,0.13523045117353763,0.07947221208804572,0.7435598485447106,11.410226515211377,87.16555555555556,0.03914173369655249,0.01360835143293637,0.012508858068434906,0.013024524195181212,5.658035133376708,42.044207980652956,1.8585247883917775,0.04909841056771569,0.10369502913475305,0
2023,ST0016,Target Store 0016,Midwest,Standard,Apparel & Accessories,34964.49,14182.01,0.4056118078656374,6116.7,542.69,4874.13,699.88,502,681,0.06473413379073756,0.021337907375643225,0.020608013593396934,9.420280574376113,355.97218490566036,3480.0,0.21810344827586206,0.08132183908045977,1.9977942469518446,23.585663701230136,35,3480.0,0.21810344827586206,0.08132183908045977,1.1744365834522592,21.231579440595116,85.54914285714285,0.17494034662024244,0.015521175913047783,0.13940229072410323,0.02001687998309142,20.825271659324525,69.65037848605577,1.3565737051792828,0.14340665548048173,0.10369502913475305,1
2023,ST0016,Target Store 0016,Midwest,Standard,Beauty,15391.38,6226.02,0.40451343544243595,1030.43,142.03,308.62,579.78,386,493,0.079631217838765,0.04725557461406518,0.02053780064627073,8.829931431410818,214.9941295025729,3522.0,0.20329358319136853,0.08546280522430437,1.8533595443218975,21.818293965957285,26,3522.0,0.20329358319136853,0.08546280522430437,1.2325732079711882,22.19411166950965,84.75576923076923,0.0669485127389487,0.009227892495669654,0.020051483362765393,0.03766913688051364,12.628843813387425,39.8740414507772,1.2772020725388602,0.06926739549994858,0.10369502913475305,0
2023,ST0016,Target Store 0016,Midwest,Standard,Food & Beverage,21701.92,4117.84,0.18974542344640474,690.92,430.56,26.5,233.86,586,1068,0.004492362982929021,0.7187508508263225,0.011750526229978832,24.248972770369686,553.3224492907511,21975.0,0.15968145620022753,0.07758816837315131,1.243144621636587,20.17726835294946,38,21975.0,0.15968145620022753,0.07758816837315131,0.803176684319463,13.382124052740515,86.99657894736842,0.031836814438538155,0.01983971925064695,0.0012210901155289486,0.010776005072362262,3.8556554307116104,37.03399317406143,1.8225255972696246,0.005015977221709425,0.10369502913475305,0
